state,crop_year,season,crop,area,production,yield
Tamil Nadu,1999,KHARIF,SUNFLOWER,14.0,14.0,10.0
Gujarat,2003,WHOLE YEAR,DRY CHILLIES,500.0,500.0,10.0
Assam,1998,WHOLE YEAR,ONION,49.0,76.0,15.510204081632653
West Bengal,2011,AUTUMN,RICE,47487.0,104923.0,22.095099711499987
Uttar Pradesh,2012,RABI,GRAM,13516.0,15544.0,11.50044391831903
Uttar Pradesh,2008,RABI,ONION,167.0,1958.0,117.24550898203591
Maharashtra,1998,RABI,WHEAT,35500.0,60500.0,17.04225352112676
Himachal Pradesh,2000,KHARIF,MAIZE,48487.0,135122.0,27.867675871883186
Tamil Nadu,2002,KHARIF,SESAMUM,2.0,1.0,5.0
Maharashtra,2001,KHARIF,SESAMUM,200.0,100.0,5.0
Uttar Pradesh,2012,KHARIF,GROUNDNUT,8368.0,4853.0,5.799474187380497
Sikkim,1999,KHARIF,URAD,980.0,740.0,7.551020408163264
Rajasthan,1999,WHOLE YEAR,DRY CHILLIES,75.0,68.0,9.066666666666666
Madhya Pradesh,2005,KHARIF,SESAMUM,283.0,166.0,5.865724381625441
Madhya Pradesh,2000,KHARIF,MAIZE,17928.0,38302.0,21.36434627398483
Bihar,1999,WHOLE YEAR,ONION,196.0,2042.0,104.18367346938777
Uttar Pradesh,1999,WHOLE YEAR,POTATO,8445.0,252185.0,298.6204854943754
Nagaland,1999,KHARIF,SESAMUM,550.0,330.0,6.0
Maharashtra,2010,KHARIF,JOWAR,24500.0,53900.0,22.0
Haryana,2003,WHOLE YEAR,ONION,134.0,2600.0,194.02985074626866
Karnataka,2004,SUMMER,MAIZE,40.0,122.0,30.5
Karnataka,2009,RABI,SUNFLOWER,3001.0,2453.0,8.17394201932689
Chhattisgarh,2014,WHOLE YEAR,JOWAR,538.0,396.0,7.360594795539034
Madhya Pradesh,2005,RABI,URAD,9.0,2.0,2.2222222222222223
Bihar,2004,WHOLE YEAR,ONION,1209.0,13480.0,111.49710504549213
Uttar Pradesh,2001,KHARIF,GROUNDNUT,3.0,2.0,6.666666666666666
Uttar Pradesh,2000,RABI,GRAM,98046.0,76208.0,7.772678130673357
Odisha,1999,RABI,WHEAT,890.0,1590.0,17.865168539325843
Arunachal Pradesh,1998,KHARIF,MAIZE,2478.0,4717.0,19.035512510088783
Chhattisgarh,2001,WHOLE YEAR,ONION,86.0,620.0,72.09302325581396
Uttar Pradesh,2011,RABI,WHEAT,113535.0,342535.0,30.169991632536224
Rajasthan,1998,WHOLE YEAR,POTATO,19.0,25.0,13.157894736842106
Maharashtra,1998,KHARIF,GROUNDNUT,100.0,100.0,10.0
Mizoram,2003,KHARIF,GRAM,16.0,20.0,12.5
Rajasthan,1997,RABI,RAPESEED &MUSTARD,36700.0,25400.0,6.920980926430518
Chhattisgarh,2011,KHARIF,GROUNDNUT,281.0,288.0,10.249110320284698
Telangana,2010,KHARIF,ONION,230.0,3820.0,166.08695652173913
Bihar,2001,KHARIF,RICE,39998.0,80525.0,20.13225661283064
Uttar Pradesh,1997,RABI,SUNFLOWER,85.0,130.0,15.294117647058822
Rajasthan,2008,WHOLE YEAR,DRY CHILLIES,172.0,129.0,7.5
Bihar,2006,WINTER,RICE,76392.0,83215.0,10.893156351450413
Madhya Pradesh,2006,KHARIF,GROUNDNUT,64797.0,71852.0,11.088784974613022
Gujarat,2006,WHOLE YEAR,DRY CHILLIES,100.0,100.0,10.0
Nagaland,2013,RABI,RICE,310.0,820.0,26.451612903225804
Assam,1997,KHARIF,MAIZE,46.0,30.0,6.521739130434783
Maharashtra,2011,RABI,GRAM,48100.0,40300.0,8.378378378378379
Bihar,2003,KHARIF,MAIZE,2205.0,2936.0,13.315192743764172
West Bengal,1999,RABI,WHEAT,25253.0,51873.0,20.541321823149726
Karnataka,2005,KHARIF,GROUNDNUT,910.0,265.0,2.9120879120879124
Karnataka,2006,SUMMER,RICE,3562.0,9610.0,26.979225154407636
West Bengal,2005,RABI,RAPESEED &MUSTARD,3838.0,3879.0,10.106826472120895
Andhra Pradesh,2014,RABI,RAPESEED &MUSTARD,10.0,6.0,6.0
Punjab,1998,RABI,GRAM,200.0,200.0,10.0
Uttar Pradesh,2007,RABI,GRAM,2.0,3.0,15.0
Uttar Pradesh,2004,RABI,WHEAT,67754.0,155817.0,22.997461404492725
Karnataka,2005,KHARIF,DRY CHILLIES,3596.0,1320.0,3.6707452725250276
Bihar,2000,WHOLE YEAR,POTATO,6657.0,72350.0,108.68258975514496
Bihar,2014,WINTER,RICE,82362.0,162225.0,19.69658337582866
Uttar Pradesh,1999,WHOLE YEAR,ONION,871.0,11007.0,126.37198622273249
Karnataka,2007,KHARIF,GROUNDNUT,48617.0,25987.0,5.345249604047967
Odisha,2001,RABI,GRAM,360.0,170.0,4.722222222222222
West Bengal,2007,AUTUMN,SESAMUM,150.0,62.0,4.133333333333333
Odisha,2012,SUMMER,SESAMUM,3.0,2.2,7.333333333333334
Madhya Pradesh,2000,KHARIF,GROUNDNUT,115.0,132.0,11.478260869565219
Odisha,2011,AUTUMN,MAIZE,1022.0,648.5,6.3454011741682965
Telangana,2002,KHARIF,SUNFLOWER,202.0,211.0,10.445544554455445
Tamil Nadu,2009,WHOLE YEAR,URAD,647.0,246.0,3.802163833075734
Madhya Pradesh,2006,RABI,URAD,3.0,1.0,3.333333333333333
Mizoram,2005,RABI,MAIZE,387.0,616.0,15.917312661498709
Telangana,2008,RABI,MAIZE,739.0,3954.0,53.504736129905275
Chhattisgarh,2014,KHARIF,POTATO,31.0,213.0,68.70967741935485
Bihar,2003,KHARIF,MOONG(GREEN GRAM),80.0,42.0,5.25
Gujarat,2011,WHOLE YEAR,POTATO,39900.0,943000.0,236.3408521303258
Uttar Pradesh,2007,RABI,RAPESEED &MUSTARD,22253.0,31493.0,14.152249134948097
Punjab,2004,KHARIF,ARHAR/TUR,1200.0,1400.0,11.666666666666668
Bihar,2003,WINTER,RICE,76062.0,82863.0,10.89413899187505
Maharashtra,2011,KHARIF,MOONG(GREEN GRAM),200.0,100.0,5.0
Rajasthan,2002,KHARIF,GROUNDNUT,927.0,637.0,6.871628910463862
Assam,2013,RABI,DRY CHILLIES,294.0,280.0,9.523809523809524
Gujarat,2008,SUMMER,GROUNDNUT,2600.0,4900.0,18.846153846153847
Tamil Nadu,1997,WHOLE YEAR,URAD,3085.0,1440.0,4.6677471636953
Assam,2010,RABI,RAPESEED &MUSTARD,16800.0,8214.0,4.889285714285714
Karnataka,2009,RABI,SUNFLOWER,222.0,140.0,6.306306306306306
Tamil Nadu,2013,WHOLE YEAR,DRY CHILLIES,128.0,35.0,2.734375
Arunachal Pradesh,2001,RABI,WHEAT,90.0,130.0,14.444444444444445
Uttar Pradesh,2013,RABI,ONION,199.0,4047.0,203.36683417085428
Odisha,2002,RABI,SUNFLOWER,30.0,10.0,3.333333333333333
Odisha,2004,AUTUMN,MOONG(GREEN GRAM),13.0,1.8,1.3846153846153846
Uttar Pradesh,1999,RABI,WHEAT,47071.0,119380.0,25.36168766331712
Chhattisgarh,2002,RABI,URAD,91.0,24.0,2.6373626373626373
Odisha,1999,WHOLE YEAR,ONION,1460.0,7170.0,49.10958904109589
Karnataka,1999,RABI,WHEAT,54047.0,44261.0,8.18935371065924
Uttar Pradesh,1999,WHOLE YEAR,POTATO,6104.0,114823.0,188.11107470511138
Maharashtra,2000,KHARIF,MAIZE,20200.0,19200.0,9.504950495049505
Tripura,2006,RABI,MOONG(GREEN GRAM),66.0,29.0,4.393939393939394
Karnataka,2010,SUMMER,ONION,706.0,7511.0,106.38810198300284
Maharashtra,2006,RABI,JOWAR,100.0,100.0,10.0
Assam,1998,WHOLE YEAR,POTATO,1510.0,5104.0,33.80132450331126
Odisha,2004,AUTUMN,GROUNDNUT,160.0,103.0,6.4375
Madhya Pradesh,2012,RABI,URAD,2.0,1.0,5.0
Andhra Pradesh,1998,RABI,GRAM,17400.0,26600.0,15.28735632183908
Maharashtra,2000,KHARIF,URAD,4600.0,2300.0,5.0
Madhya Pradesh,2005,WHOLE YEAR,ONION,34.0,295.0,86.76470588235293
Jammu And Kashmir,2002,KHARIF,MOONG(GREEN GRAM),356.0,204.0,5.730337078651685
Madhya Pradesh,2002,WHOLE YEAR,ONION,369.0,2797.0,75.79945799457994
Haryana,2007,KHARIF,SESAMUM,373.0,200.0,5.361930294906166
Nagaland,2010,KHARIF,GROUNDNUT,60.0,60.0,10.0
Uttar Pradesh,2011,KHARIF,DRY CHILLIES,32.0,27.0,8.4375
Odisha,1997,RABI,WHEAT,194.0,149.0,7.680412371134021
Andhra Pradesh,2009,RABI,RICE,44772.0,157911.0,35.27003484320558
Rajasthan,2007,KHARIF,URAD,8361.0,4115.0,4.92166008850616
Assam,1998,WHOLE YEAR,ONION,1134.0,2381.0,20.996472663139333
Karnataka,2014,SUMMER,RICE,16288.0,56262.0,34.54199410609037
Kerala,2014,AUTUMN,RICE,963.0,2588.0,26.87435098650052
Karnataka,2001,KHARIF,URAD,110.0,41.0,3.7272727272727275
Chhattisgarh,2006,KHARIF,MOONG(GREEN GRAM),261.0,64.0,2.4521072796934864
Assam,2014,AUTUMN,RICE,3304.0,4990.0,15.102905569007262
Odisha,2006,SUMMER,WHEAT,292.0,479.2,16.410958904109588
Madhya Pradesh,1998,RABI,WHEAT,800.0,1200.0,15.0
Andhra Pradesh,2006,KHARIF,MOONG(GREEN GRAM),367.0,46.0,1.2534059945504086
Telangana,2000,KHARIF,DRY CHILLIES,2369.0,4603.0,19.4301392992824
Odisha,2005,AUTUMN,GROUNDNUT,389.0,280.1,7.200514138817481
Andhra Pradesh,1999,RABI,RAPESEED &MUSTARD,850.0,151.0,1.776470588235294
Gujarat,2008,WHOLE YEAR,DRY CHILLIES,500.0,500.0,10.0
Odisha,2001,RABI,RAPESEED &MUSTARD,501.0,60.6,1.2095808383233533
Madhya Pradesh,2006,KHARIF,MAIZE,18913.0,19075.0,10.085655369322687
West Bengal,1999,RABI,URAD,384.0,155.0,4.036458333333333
Madhya Pradesh,2010,RABI,GRAM,43287.0,57478.0,13.278351468108207
West Bengal,2005,RABI,RAPESEED &MUSTARD,85.0,26.0,3.058823529411765
Bihar,2014,RABI,SUNFLOWER,964.0,1401.0,14.533195020746888
Uttar Pradesh,2013,KHARIF,RICE,48.0,86.0,17.916666666666668
Assam,2012,RABI,WHEAT,1740.0,1543.0,8.867816091954023
Madhya Pradesh,2008,WHOLE YEAR,ONION,25.0,139.0,55.599999999999994
Rajasthan,1999,KHARIF,MOONG(GREEN GRAM),14543.0,1637.0,1.1256274496321255
Odisha,2013,SUMMER,GROUNDNUT,1500.0,2119.5,14.13
Assam,2005,RABI,WHEAT,2159.0,2457.0,11.380268642890227
Punjab,2010,RABI,WHEAT,154000.0,661000.0,42.92207792207792
Odisha,2005,SUMMER,MAIZE,1.0,0.9,9.0
Bihar,1999,KHARIF,MAIZE,15520.0,19676.0,12.677835051546392
Karnataka,2000,KHARIF,GROUNDNUT,35073.0,39663.0,11.308698999230177
Assam,2003,KHARIF,SESAMUM,99.0,46.0,4.646464646464646
Uttar Pradesh,2013,KHARIF,RICE,9296.0,25267.0,27.18050774526678
Chhattisgarh,2009,KHARIF,SUNFLOWER,147.0,121.0,8.231292517006803
Tamil Nadu,2009,WHOLE YEAR,GRAM,1.0,1.0,10.0
Karnataka,2012,RABI,ONION,1872.0,5309.0,28.360042735042732
Karnataka,2009,KHARIF,GRAM,4067.0,1758.0,4.322596508482911
Assam,2007,SUMMER,RICE,3182.0,5118.0,16.084223758642363
Tamil Nadu,2006,WHOLE YEAR,GRAM,64.0,38.0,5.9375
Tamil Nadu,2005,WHOLE YEAR,ONION,130.0,1042.0,80.15384615384616
Andhra Pradesh,2003,RABI,MOONG(GREEN GRAM),22.0,7.0,3.1818181818181817
Jharkhand,2007,RABI,POTATO,1026.23,6257.0,60.97073755395964
Rajasthan,2007,KHARIF,GROUNDNUT,2327.0,2536.0,10.898152127202408
Karnataka,1999,RABI,RICE,2592.0,5064.0,19.537037037037038
Maharashtra,1998,SUMMER,SUNFLOWER,200.0,200.0,10.0
Gujarat,2000,SUMMER,GROUNDNUT,1300.0,2300.0,17.692307692307693
Gujarat,2011,SUMMER,RICE,14100.0,54600.0,38.72340425531915
Madhya Pradesh,2001,KHARIF,GROUNDNUT,6.0,5.0,8.333333333333334
Haryana,1999,RABI,WHEAT,162723.0,716000.0,44.00115533759825
Assam,1997,WHOLE YEAR,DRY CHILLIES,274.0,140.0,5.109489051094891
Madhya Pradesh,2012,WHOLE YEAR,SESAMUM,1108.0,320.0,2.888086642599278
Madhya Pradesh,2013,WHOLE YEAR,DRY CHILLIES,11996.0,21050.0,17.54751583861287
Uttar Pradesh,2009,KHARIF,DRY CHILLIES,96.0,85.0,8.854166666666666
Karnataka,2005,RABI,SUNFLOWER,42.0,21.0,5.0
Chhattisgarh,2004,KHARIF,GROUNDNUT,240.0,259.0,10.791666666666666
Karnataka,2013,KHARIF,RAPESEED &MUSTARD,2.0,1.0,5.0
Karnataka,2012,KHARIF,DRY CHILLIES,177.0,153.0,8.64406779661017
Karnataka,2005,RABI,RICE,18.0,40.0,22.22222222222222
Maharashtra,2004,KHARIF,RICE,19900.0,6200.0,3.1155778894472363
Uttar Pradesh,2014,KHARIF,MAIZE,197.0,512.0,25.98984771573604
Karnataka,2011,RABI,MAIZE,231.0,583.0,25.238095238095237
Nagaland,2012,RABI,RAPESEED &MUSTARD,2100.0,2110.0,10.047619047619047
Rajasthan,2000,KHARIF,JOWAR,2231.0,445.0,1.994621246077992
Odisha,2013,AUTUMN,RICE,1000.0,1000.0,10.0
Odisha,2014,WINTER,URAD,374.0,148.5,3.9705882352941173
Maharashtra,2000,KHARIF,MOONG(GREEN GRAM),37100.0,12200.0,3.288409703504043
Uttarakhand,2008,SUMMER,URAD,182.0,115.0,6.318681318681318
Bihar,2003,RABI,MAIZE,238.0,721.0,30.294117647058822
Assam,2002,RABI,RAPESEED &MUSTARD,18600.0,9561.0,5.140322580645162
Andhra Pradesh,2003,KHARIF,MAIZE,68.0,117.0,17.205882352941178
Punjab,2000,KHARIF,RICE,248000.0,898000.0,36.20967741935484
West Bengal,2007,WHOLE YEAR,POTATO,17798.0,393540.0,221.1147319923587
Tamil Nadu,2003,KHARIF,SUNFLOWER,700.0,294.0,4.2
Assam,2007,WHOLE YEAR,DRY CHILLIES,589.0,375.0,6.366723259762309
Himachal Pradesh,2007,KHARIF,URAD,2642.0,2542.0,9.621498864496594
Madhya Pradesh,2005,RABI,GRAM,97550.0,61984.0,6.354074833418759
Odisha,2005,WINTER,MOONG(GREEN GRAM),64.0,16.3,2.546875
Maharashtra,2000,KHARIF,MOONG(GREEN GRAM),900.0,300.0,3.333333333333333
Uttar Pradesh,2010,KHARIF,SESAMUM,680.0,134.0,1.9705882352941175
Telangana,2001,KHARIF,JOWAR,2753.0,3438.0,12.488194696694514
Jammu And Kashmir,2001,KHARIF,SESAMUM,2107.0,944.0,4.4803037494067395
Madhya Pradesh,2012,WHOLE YEAR,SESAMUM,13680.0,7056.0,5.157894736842106
Manipur,2004,WHOLE YEAR,POTATO,980.0,5130.0,52.3469387755102
Uttar Pradesh,1999,KHARIF,ARHAR/TUR,11972.0,9195.0,7.680420982292015
Uttar Pradesh,1998,RABI,WHEAT,90866.0,193864.0,21.335152862456805
Maharashtra,2008,KHARIF,JOWAR,100.0,100.0,10.0
Tamil Nadu,2001,KHARIF,SESAMUM,9626.0,9050.0,9.401620610845626
Tamil Nadu,2000,RABI,GRAM,2297.0,1700.0,7.400957771005659
Gujarat,2004,RABI,RAPESEED &MUSTARD,3700.0,5100.0,13.783783783783782
Karnataka,2002,KHARIF,ARHAR/TUR,7458.0,4124.0,5.529632609278627
Madhya Pradesh,2009,RABI,URAD,401.0,91.0,2.2693266832917707
Tamil Nadu,2011,KHARIF,GROUNDNUT,20.0,44.0,22.0
West Bengal,2004,WHOLE YEAR,DRY CHILLIES,5210.0,7450.0,14.299424184261035
West Bengal,1998,WHOLE YEAR,POTATO,4823.0,98541.0,204.31474186191167
Maharashtra,2004,SUMMER,SUNFLOWER,1400.0,1000.0,7.142857142857143
Arunachal Pradesh,2005,WHOLE YEAR,POTATO,40.0,280.0,70.0
Andhra Pradesh,2005,KHARIF,RICE,18036.0,55190.0,30.599911288534045
Chhattisgarh,2003,RABI,URAD,25.0,7.0,2.8000000000000003
Tamil Nadu,2005,KHARIF,JOWAR,158.0,139.0,8.79746835443038
Uttar Pradesh,2012,RABI,WHEAT,90059.0,289179.0,32.10995014379463
Karnataka,2009,KHARIF,MOONG(GREEN GRAM),10235.0,885.0,0.8646800195407913
Uttar Pradesh,2002,RABI,GRAM,165.0,151.0,9.151515151515152
Assam,2013,RABI,URAD,1235.0,715.0,5.7894736842105265
Arunachal Pradesh,2012,KHARIF,RICE,8768.0,8442.0,9.628193430656934
Assam,2005,WHOLE YEAR,ONION,568.0,1647.0,28.996478873239436
Karnataka,2006,RABI,GROUNDNUT,92.0,70.0,7.608695652173914
Uttarakhand,2005,KHARIF,GROUNDNUT,143.0,139.0,9.72027972027972
Maharashtra,1998,RABI,GRAM,52400.0,41300.0,7.881679389312977
Bihar,2010,KHARIF,MOONG(GREEN GRAM),1724.0,1127.0,6.537122969837586
Bihar,2014,RABI,WHEAT,79123.0,160183.0,20.244808715544153
Chhattisgarh,2005,RABI,RAPESEED &MUSTARD,153.0,44.0,2.875816993464052
Uttar Pradesh,1997,RABI,GRAM,30.0,20.0,6.666666666666666
Uttar Pradesh,1999,SUMMER,MOONG(GREEN GRAM),10.0,7.0,7.0
Uttar Pradesh,2004,SUMMER,SUNFLOWER,31.0,61.0,19.67741935483871
Madhya Pradesh,2007,KHARIF,URAD,28976.0,9792.0,3.379348426283821
Mizoram,2002,KHARIF,URAD,6.0,4.0,6.666666666666666
Assam,2012,KHARIF,SESAMUM,3006.0,2334.0,7.764471057884231
Madhya Pradesh,2000,KHARIF,MAIZE,7079.0,11379.0,16.074304280265576
West Bengal,2010,SUMMER,MOONG(GREEN GRAM),116.0,56.0,4.827586206896552
Maharashtra,2004,KHARIF,SESAMUM,5500.0,1200.0,2.1818181818181817
Karnataka,2003,KHARIF,MOONG(GREEN GRAM),4595.0,223.0,0.485310119695321
Uttar Pradesh,2002,RABI,RAPESEED &MUSTARD,329.0,190.0,5.775075987841945
Madhya Pradesh,2002,KHARIF,SESAMUM,1388.0,291.0,2.096541786743516
West Bengal,2004,RABI,WHEAT,11463.0,24123.0,21.04422925935619
Karnataka,2003,KHARIF,ARHAR/TUR,349894.0,136616.0,3.904496790456538
Chhattisgarh,2001,RABI,RAPESEED &MUSTARD,746.0,255.0,3.4182305630026812
Uttar Pradesh,1998,WHOLE YEAR,POTATO,5503.0,116886.0,212.4041431946211
Tamil Nadu,2013,KHARIF,MAIZE,11967.0,81069.0,67.74379543745299
Bihar,1998,RABI,WHEAT,60417.0,105933.0,17.533641193703758
Assam,1998,WHOLE YEAR,POTATO,3621.0,31541.0,87.10577188621927
Odisha,2002,KHARIF,MOONG(GREEN GRAM),3283.0,464.4,1.4145598537922632
Bihar,1997,WHOLE YEAR,ONION,1622.0,14452.0,89.09987669543773
Assam,2000,KHARIF,ARHAR/TUR,30.0,23.0,7.666666666666667
West Bengal,1999,KHARIF,MAIZE,1.0,2.0,20.0
Telangana,1997,RABI,RICE,35000.0,82600.0,23.599999999999998
Uttar Pradesh,2014,KHARIF,MAIZE,18.0,32.0,17.77777777777778
Madhya Pradesh,2007,KHARIF,ARHAR/TUR,6927.0,4946.0,7.140176122419518
Karnataka,2012,RABI,JOWAR,31611.0,18889.0,5.975451583309608
Andhra Pradesh,2011,KHARIF,URAD,1071.0,537.0,5.014005602240896
Karnataka,2012,KHARIF,RICE,895.0,2125.0,23.743016759776538
Karnataka,2004,KHARIF,MOONG(GREEN GRAM),69.0,11.0,1.5942028985507246
Andhra Pradesh,1997,KHARIF,ARHAR/TUR,4800.0,800.0,1.6666666666666665
Uttar Pradesh,2009,RABI,ONION,133.0,2284.0,171.72932330827066
Kerala,2004,SUMMER,RICE,1590.0,5396.0,33.937106918238996
Karnataka,2005,RABI,GRAM,23661.0,12447.0,5.260555344237353
Karnataka,2002,RABI,GRAM,1742.0,708.0,4.064293915040183
Nagaland,2009,RABI,WHEAT,250.0,280.0,11.200000000000001
Uttar Pradesh,2000,KHARIF,ARHAR/TUR,8502.0,7653.0,9.001411432604092
Gujarat,2002,WHOLE YEAR,DRY CHILLIES,1400.0,1600.0,11.428571428571427
Bihar,2012,KHARIF,SESAMUM,66.0,59.0,8.93939393939394
Odisha,2011,SUMMER,WHEAT,1.0,1.2,12.0
Rajasthan,2009,WHOLE YEAR,DRY CHILLIES,86.0,74.0,8.604651162790697
Uttarakhand,2003,RABI,WHEAT,29585.0,39970.0,13.510224776068952
Bihar,2005,SUMMER,RICE,11507.0,16005.0,13.90892500217259
Maharashtra,2011,RABI,MAIZE,100.0,300.0,30.0
Nagaland,2005,KHARIF,SESAMUM,630.0,420.0,6.666666666666666
Assam,2007,WINTER,RICE,63270.0,81220.0,12.837047573889679
Rajasthan,1998,KHARIF,GROUNDNUT,13320.0,19938.0,14.968468468468467
Madhya Pradesh,2008,KHARIF,URAD,3262.0,770.0,2.3605150214592276
Madhya Pradesh,2008,KHARIF,GROUNDNUT,535.0,532.0,9.94392523364486
Uttar Pradesh,1997,RABI,RAPESEED &MUSTARD,13922.0,9116.0,6.547909783077143
Madhya Pradesh,2003,KHARIF,SUNFLOWER,37.0,10.0,2.7027027027027026
Gujarat,2012,KHARIF,JOWAR,400.0,600.0,15.0
Kerala,2006,WINTER,RICE,1434.0,3423.0,23.870292887029287
Karnataka,2011,KHARIF,SESAMUM,44.0,22.0,5.0
Andhra Pradesh,2014,RABI,GRAM,7.0,7.0,10.0
Karnataka,2000,KHARIF,MOONG(GREEN GRAM),467.0,194.0,4.154175588865097
Madhya Pradesh,1997,KHARIF,GROUNDNUT,9000.0,7600.0,8.444444444444445
Chhattisgarh,2003,RABI,URAD,594.0,147.0,2.474747474747475
Assam,2005,AUTUMN,RICE,17083.0,15415.0,9.023590704208862
Uttar Pradesh,2011,SUMMER,URAD,2144.0,1018.0,4.7481343283582085
Arunachal Pradesh,2011,WHOLE YEAR,POTATO,329.0,2768.0,84.13373860182372
Uttar Pradesh,1999,KHARIF,RICE,115083.0,288530.0,25.071470156321958
Punjab,2012,KHARIF,ARHAR/TUR,100.0,100.0,10.0
Andhra Pradesh,1999,WHOLE YEAR,DRY CHILLIES,6246.0,8282.0,13.259686199167467
Chhattisgarh,2011,RABI,MOONG(GREEN GRAM),63.0,16.0,2.5396825396825395
Odisha,2006,WINTER,RICE,179000.0,363000.0,20.279329608938546
Uttar Pradesh,2012,KHARIF,JOWAR,3213.0,4374.0,13.613445378151262
Bihar,2005,KHARIF,MAIZE,8066.0,22393.0,27.76221175303744
Rajasthan,2003,WHOLE YEAR,POTATO,1141.0,13904.0,121.85801928133216
Karnataka,2011,RABI,RAPESEED &MUSTARD,38.0,11.0,2.8947368421052633
Karnataka,2003,SUMMER,RICE,1619.0,6829.0,42.18035824583076
Tamil Nadu,2013,RABI,MAIZE,3946.0,19739.0,50.022807906741
Haryana,2012,KHARIF,ARHAR/TUR,66.0,65.0,9.848484848484848
Uttar Pradesh,2009,SUMMER,MAIZE,458.0,666.0,14.541484716157205
Uttar Pradesh,2005,RABI,GRAM,7.0,7.0,10.0
Jharkhand,2007,WINTER,POTATO,1111.83,4565.0,41.058435192430494
Gujarat,2005,RABI,JOWAR,300.0,300.0,10.0
Manipur,2003,KHARIF,SESAMUM,30.0,20.0,6.666666666666666
Uttar Pradesh,2002,WHOLE YEAR,POTATO,11416.0,285206.0,249.8300630693763
West Bengal,2012,RABI,MAIZE,14000.0,73500.0,52.5
Chhattisgarh,2014,WHOLE YEAR,DRY CHILLIES,28.0,18.0,6.428571428571429
Nagaland,1999,RABI,GRAM,120.0,140.0,11.666666666666668
Andhra Pradesh,2001,RABI,GROUNDNUT,4757.0,10665.0,22.419592179945344
Rajasthan,2003,RABI,RAPESEED &MUSTARD,48964.0,58513.0,11.950208316314026
Bihar,2008,WINTER,RICE,86746.0,133393.0,15.377423742881515
Uttar Pradesh,2001,KHARIF,MAIZE,3496.0,4454.0,12.740274599542333
Bihar,2013,WINTER,RICE,11452.0,15872.0,13.859587844917918
Nagaland,2002,WHOLE YEAR,POTATO,390.0,3940.0,101.02564102564102
Uttar Pradesh,2001,KHARIF,URAD,1220.0,498.0,4.081967213114754
Madhya Pradesh,2008,KHARIF,GROUNDNUT,25590.0,32791.0,12.813989839781163
Chhattisgarh,2012,RABI,MOONG(GREEN GRAM),31.0,7.0,2.258064516129032
Andhra Pradesh,2014,KHARIF,RICE,255607.0,1000190.0,39.129992527591185
Madhya Pradesh,2003,KHARIF,RICE,5305.0,3339.0,6.294062205466541
Bihar,2002,RABI,GRAM,3352.0,1575.0,4.698687350835322
Uttar Pradesh,2014,KHARIF,RICE,191884.0,529600.0,27.600008338371097
Chhattisgarh,2010,RABI,GRAM,7755.0,7473.0,9.636363636363637
Madhya Pradesh,2013,KHARIF,URAD,19505.0,3807.0,1.9518072289156627
Uttar Pradesh,2012,KHARIF,URAD,173.0,115.0,6.6473988439306355
Uttar Pradesh,1999,WHOLE YEAR,ONION,61.0,860.0,140.98360655737704
Uttar Pradesh,1999,KHARIF,URAD,789.0,428.0,5.424588086185045
Uttar Pradesh,2011,RABI,MAIZE,6.0,14.0,23.333333333333336
Manipur,1999,WHOLE YEAR,DRY CHILLIES,1430.0,860.0,6.013986013986013
Haryana,2006,RABI,SUNFLOWER,1756.0,2700.0,15.375854214123006
Chhattisgarh,2007,KHARIF,GROUNDNUT,8299.0,11081.0,13.352211109772261
Chhattisgarh,2003,RABI,RAPESEED &MUSTARD,20375.0,8890.0,4.36319018404908
Assam,2006,RABI,GRAM,20.0,9.0,4.5
Chhattisgarh,2013,RABI,URAD,501.0,146.0,2.9141716566866265
Uttar Pradesh,2007,KHARIF,ARHAR/TUR,6814.0,6251.0,9.173759906075727
Andhra Pradesh,2011,RABI,MOONG(GREEN GRAM),1518.0,906.0,5.968379446640316
Odisha,2014,WINTER,RAPESEED &MUSTARD,340.0,59.5,1.75
Bihar,2000,RABI,MAIZE,24329.0,54181.0,22.270130297176213
Andhra Pradesh,1999,RABI,GROUNDNUT,10766.0,22310.0,20.722645365038083
Karnataka,2008,RABI,RICE,14.0,44.0,31.428571428571427
Andhra Pradesh,1998,KHARIF,ARHAR/TUR,46900.0,29900.0,6.3752665245202556
Uttar Pradesh,1999,KHARIF,RICE,101251.0,209220.0,20.66349961975684
Madhya Pradesh,2006,WHOLE YEAR,POTATO,5.0,46.0,92.0
Karnataka,2006,SUMMER,RICE,5023.0,18023.0,35.88094764085208
Uttar Pradesh,2006,KHARIF,SESAMUM,1711.0,287.0,1.6773816481589712
Assam,2010,RABI,MOONG(GREEN GRAM),200.0,84.0,4.2
Bihar,2003,RABI,GRAM,992.0,1061.0,10.695564516129032
Rajasthan,2009,KHARIF,GROUNDNUT,18.0,20.0,11.11111111111111
Madhya Pradesh,2002,RABI,GRAM,70376.0,39833.0,5.660026145276799
Gujarat,2005,RABI,GRAM,300.0,300.0,10.0
Uttar Pradesh,2007,KHARIF,MAIZE,10099.0,22016.0,21.800178235468856
Karnataka,2005,KHARIF,SUNFLOWER,6573.0,2937.0,4.468279324509357
Assam,2012,KHARIF,SESAMUM,240.0,144.0,6.0
Uttar Pradesh,2006,RABI,GRAM,6.0,5.0,8.333333333333334
Madhya Pradesh,2001,WHOLE YEAR,DRY CHILLIES,77.0,38.0,4.935064935064935
Bihar,2010,RABI,MAIZE,681.0,2448.0,35.947136563876654
